AAPL,ABBV,AMD,AMZN,AVGO,AXP,BAC,BKR.B,CAT,COST,CSCO,CVX,GE,GOOGL,GS,HD,IBM,JNJ,JPM,KO,LLY,MA,META,MS,MSFT,MU,NFLX,NVDA,ORCL,PG,PLTR,QQQ,SPY,TSLA,UNH,V,WFC,WMT,XOM
171.13255310058594,152.33425903320312,160.32000732421875,183.6199951171875,128.44528198242188,213.7173309326172,34.31167984008789,,353.64447021484375,710.4761962890625,45.779788970947266,144.54937744140625,151.87619018554688,153.590576171875,384.26666259765625,321.6019287109375,171.09967041015625,139.12603759765625,175.3346405029297,54.86125946044922,740.4413452148438,454.41644287109375,496.86163330078125,81.99436950683594,407.3871154785156,120.52458953857422,60.71500015258789,85.95248413085938,117.37830352783203,147.65476989746094,21.899999618530273,426.3773498535156,492.46490478515625,161.47999572753906,426.5865783691406,267.2707824707031,54.43657302856445,58.7379264831543,111.92652130126953
167.85243225097656,153.15403747558594,163.4600067138672,183.32000732421875,130.2455291748047,213.6586151123047,33.09955978393555,,349.7281494140625,708.1911010742188,45.47610092163086,143.3477783203125,154.89988708496094,153.1343231201172,380.4132385253906,318.65167236328125,173.4596710205078,136.16610717773438,173.3310089111328,54.785762786865234,736.4666748046875,454.4460144042969,496.39483642578125,84.02091217041016,408.31292724609375,120.92179870605469,61.75199890136719,87.36569213867188,118.10286712646484,148.12973022460938,21.8799991607666,426.4169616699219,491.5667419433594,157.11000061035156,448.8525695800781,267.33978271484375,53.90147399902344,58.64971923828125,111.00064849853516
166.48486328125,154.76528930664062,154.02000427246094,181.27999877929688,125.69544982910156,213.0029754638672,33.62449264526367,,348.2121887207031,707.4197387695312,45.35274124145508,143.45785522460938,153.82281494140625,154.19558715820312,387.1710510253906,316.7483215332031,172.84608459472656,136.46775817871094,172.64071655273438,55.210384368896484,740.4413452148438,454.7821044921875,490.8424377441406,84.90691375732422,405.61431884765625,115.51970672607422,61.36899948120117,83.98760223388672,116.19357299804688,149.08908081054688,21.309999465942383,421.2140197753906,488.6575622558594,155.4499969482422,458.5209045410156,268.6599426269531,54.637237548828125,58.463497161865234,110.94454956054688
165.5334930419922,155.151611328125,155.0800018310547,179.22000122070312,123.37877655029297,212.83663940429688,34.13988494873047,,347.83319091796875,703.5224609375,45.65641784667969,144.53102111816406,151.12521362304688,154.7311553955078,386.4042053222656,316.805419921875,171.30734252929688,137.38214111328125,173.76242065429688,55.587833404541016,735.6875610351562,449.38592529296875,498.4210510253906,85.07658386230469,398.15875244140625,111.15035247802734,61.055999755859375,84.62324523925781,113.57926940917969,150.3672332763672,21.1299991607666,418.8104248046875,487.65203857421875,149.92999267578125,472.10455322265625,267.3594665527344,56.127864837646484,58.08125305175781,110.84166717529297
163.51190185546875,156.80055236816406,146.63999938964844,174.6300048828125,118.05941772460938,226.0863037109375,35.285194396972656,,345.9117736816406,701.801513671875,45.855709075927734,146.75994873046875,146.30311584472656,152.82688903808594,387.2573547363281,319.1560974121094,171.41119384765625,139.42770385742188,178.12445068359375,56.776771545410156,716.3178100585938,450.0679016113281,477.8306884765625,85.45362091064453,393.0866394042969,106.02629089355469,55.50400161743164,76.15702056884766,112.48265075683594,151.17982482910156,20.469999313354492,410.1456298828125,483.39556884765625,147.0500030517578,479.71484375,265.79302978515625,57.666263580322266,58.34588623046875,112.11355590820312
164.34432983398438,158.195068359375,148.63999938964844,177.22999572753906,119.99488830566406,228.00430297851562,36.01055908203125,,348.78900146484375,707.6868286132812,45.68489074707031,148.5210723876953,148.40785217285156,154.99893188476562,400.0541076660156,319.86981201171875,171.71327209472656,140.56832885742188,181.58529663085938,57.13534927368164,721.268798828125,451.41192626953125,478.4861755371094,86.80148315429688,394.8988037109375,108.35993194580078,55.459999084472656,79.47313690185547,112.13995361328125,153.47418212890625,20.969999313354492,414.27032470703125,487.8473205566406,142.0500030517578,470.2379150390625,268.30523681640625,58.38290786743164,58.943748474121094,112.74949645996094
165.39476013183594,159.7498016357422,152.27000427246094,179.5399932861328,122.41837310791016,233.83653259277344,36.621395111083984,,354.2898864746094,714.8283081054688,45.855709075927734,149.3740997314453,160.69036865234375,156.96270751953125,406.428466796875,322.6202087402344,171.98703002929688,140.98304748535156,184.20249938964844,57.22026443481445,735.43115234375,457.4109802246094,492.759521484375,88.37557983398438,401.4089050292969,111.6766586303711,57.775001525878906,82.37651062011719,112.68826293945312,154.3919219970703,21.639999389648438,420.4523620605469,493.6363830566406,144.67999267578125,465.4036865234375,270.0589599609375,58.23002624511719,57.91463851928711,113.18904876708984
167.49562072753906,158.1102752685547,151.74000549316406,176.58999633789062,123.16610717773438,233.99305725097656,36.57366943359375,,354.5531921386719,716.0252685546875,45.88417434692383,150.03453063964844,157.30105590820312,157.82559204101562,405.5082702636719,316.91961669921875,173.7900848388672,140.0121307373047,185.10369873046875,58.078956604003906,722.1267700195312,457.0947570800781,490.1769714355469,88.46043395996094,402.8763427734375,111.00139617919922,55.512001037597656,79.63207244873047,112.93304443359375,155.4435272216797,21.59000015258789,421.87677001953125,493.402099609375,162.1300048828125,466.4758605957031,270.9555358886719,57.90514373779297,58.67912292480469,113.207763671875
168.35781860351562,157.62973022460938,153.75999450683594,173.6699981689453,126.8508529663086,232.01638793945312,36.18235778808594,,329.6627502441406,715.1632690429688,45.64693069458008,151.60302734375,159.3464813232422,154.7212371826172,402.6422119140625,315.93939208984375,159.4507293701172,138.4002227783203,185.3817138671875,58.258235931396484,714.8976440429688,456.7092590332031,438.407958984375,87.24449157714844,393.0078125,110.80278778076172,56.47999954223633,82.58539581298828,112.49243927001953,155.39573669433594,21.709999084472656,419.8391418457031,491.5276794433594,170.17999267578125,472.7554626464844,271.0934753417969,57.26493835449219,59.01235580444336,113.4696273803711
167.7731170654297,150.40264892578125,157.39999389648438,179.6199951171875,131.7164306640625,230.58767700195312,36.10600280761719,,334.9100036621094,722.4153442382812,45.41917419433594,152.16253662109375,160.423583984375,170.54049682617188,409.8505859375,318.899169921875,157.7704315185547,137.7592010498047,185.49676513671875,58.258235931396484,723.4187622070312,457.0157165527344,440.3050537109375,87.4990005493164,400.17779541015625,114.04008483886719,56.12300109863281,87.6855239868164,114.76402282714844,154.191162109375,22.520000457763672,426.3179626464844,496.18438720703125,168.2899932861328,474.18182373046875,270.4628601074219,57.24583435058594,58.96335220336914,110.31795501708984
